Week,Cycle Phase,Starting BTC (BTC),BTC Growth (BTC),Net BTC Holdings (BTC),BTC Price USD,BTC Price EUR,Portfolio Value EUR,Contribution EUR,Contribution Fee EUR,Net Contribution BTC,Withdrawal EUR,Portfolio (Pre-Withdrawal) EUR
684,Bull,5.46697949,0.01490105,5.48157484,346748.62,327121.34,1793140.13,100.00,0.07,0.00030570,200,1788365.68
685,Bear,5.48157484,0.00528997,5.48654804,334628.28,315687.06,1732032.23,100.00,0.07,0.00031677,200,1730462.25
686,Bear,5.48654804,0.00644711,5.49272558,393213.89,370956.50,2037562.25,100.00,0.07,0.00026957,200,2035270.65
687,Bear,5.49272558,0.00562420,5.49808651,402625.94,379835.79,2088370.05,100.00,0.07,0.00026327,200,2086333.78
688,Bear,5.49808651,0.00691510,5.50479229,506394.06,477730.25,2629805.79,100.00,0.07,0.00020932,200,2626602.24
689,Bear,5.50479229,-0.00409322,5.50041756,376541.07,355227.43,1953899.19,100.00,0.07,0.00028151,200,1955453.21
690,Bear,5.50041756,0.00418214,5.50422945,286296.01,270090.57,1486640.48,100.00,0.07,0.00037025,200,1485610.93
691,Bear,5.50422945,0.00444680,5.50821796,231295.05,218202.88,1201909.02,100.00,0.07,0.00045829,200,1201038.72
692,Bear,5.50821796,0.00455047,5.51221368,191078.18,180262.43,993645.04,100.00,0.07,0.00055475,200,992924.77
693,Bear,5.51221368,0.00543669,5.51708792,188460.04,177792.49,980896.78,100.00,0.07,0.00056245,200,980030.18
694,Bear,5.51708792,0.00599902,5.52256967,204922.54,193323.15,1067640.59,100.00,0.07,0.00051727,200,1066580.84
695,Bear,5.52256967,0.00416097,5.52604411,154398.60,145659.06,804918.38,100.00,0.07,0.00068653,200,804412.30
696,Bear,5.52604411,0.00468534,5.52991973,130909.29,123499.33,682941.39,100.00,0.07,0.00080972,200,682462.76
697,Bear,5.52991973,0.00744660,5.53676502,176282.70,166304.44,920788.58,100.00,0.07,0.00060131,200,919650.18
698,Bear,5.53676502,0.00642912,5.54267630,204694.03,193107.58,1070332.80,100.00,0.07,0.00051785,200,1069191.29
699,Bear,5.54267630,0.00787811,5.55019007,290942.69,274474.24,1523384.20,100.00,0.07,0.00036433,200,1521321.86
700,Bear,5.55019007,0.00431769,5.55403943,226334.65,213523.26,1185916.58,100.00,0.07,0.00046833,200,1185094.65
701,Bear,5.55403943,-0.00521798,5.54832295,212639.61,200603.40,1113012.46,100.00,0.07,0.00049850,200,1114159.21
702,Bear,5.54832295,0.00567172,5.55350702,217368.61,205064.73,1138828.41,100.00,0.07,0.00048765,200,1137765.35
703,Bear,5.55350702,-0.00544855,5.54756143,213260.37,201189.03,1116108.50,100.00,0.07,0.00049704,200,1117304.69
704,Bear,5.54756143,0.00542135,5.55247416,208408.49,196611.78,1091681.83,100.00,0.07,0.00050862,200,1090715.93
705,Bear,5.55247416,-0.00513395,5.54679013,192699.28,181791.77,1008360.81,100.00,0.07,0.00055008,200,1009394.12
706,Bear,5.54679013,0.00706366,5.55342184,245396.49,231506.13,1285651.18,100.00,0.07,0.00043195,200,1284115.90
707,Bear,5.55342184,0.00498649,5.55792726,220344.52,207872.19,1155338.51,100.00,0.07,0.00048106,200,1154401.95
708,Bear,5.55792726,-0.00585738,5.55161341,232216.43,219072.10,1216203.61,100.00,0.07,0.00045647,200,1217586.80
709,Bear,5.55161341,-0.00637354,5.54484227,266596.57,251506.20,1394562.22,100.00,0.07,0.00039760,200,1396265.20
710,Bear,5.54484227,0.00490568,5.54929853,235865.50,222514.62,1234800.06,100.00,0.07,0.00044941,200,1233808.47
711,Bear,5.54929853,0.00584617,5.55471812,248483.57,234418.46,1302128.47,100.00,0.07,0.00042659,200,1300858.03
712,Bear,5.55471812,0.00555658,5.55984825,248566.80,234496.98,1303767.63,100.00,0.07,0.00042644,200,1302564.63
713,Bear,5.55984825,-0.00492719,5.55443986,220282.43,207813.61,1154288.21,100.00,0.07,0.00048120,200,1155412.15
714,Bear,5.55443986,-0.00612290,5.54788044,242826.68,229081.77,1270918.30,100.00,0.07,0.00043653,200,1272420.94
715,Bear,5.54788044,0.00614600,5.55363240,269006.09,253779.33,1409397.11,100.00,0.07,0.00039404,200,1407937.38
716,Bear,5.55363240,0.00571086,5.55896006,276621.67,260963.84,1450687.56,100.00,0.07,0.00038319,200,1449297.23
717,Bear,5.55896006,0.00827960,5.56698238,412004.72,388683.70,2163795.32,100.00,0.07,0.00025728,200,2160677.18
718,Bear,5.56698238,0.00581424,5.57255028,430303.84,405947.02,2262160.19,100.00,0.07,0.00024634,200,2259899.92
719,Bear,5.57255028,-0.00615113,5.56617599,474980.62,448094.93,2494175.22,100.00,0.07,0.00022317,200,2497031.51
720,Bear,5.56617599,0.00419550,5.57007541,358016.09,337751.03,1881298.69,100.00,0.07,0.00029608,200,1879981.66
721,Bear,5.57007541,-0.00479180,5.56493945,307992.51,290558.97,1616943.10,100.00,0.07,0.00034416,200,1618435.40
722,Bear,5.56493945,0.00566859,5.57027017,313729.13,295970.88,1648637.75,100.00,0.07,0.00033787,200,1647060.01
723,Bear,5.57027017,0.00557261,5.57550505,313860.80,296095.10,1650879.71,100.00,0.07,0.00033773,200,1649329.69
724,Bear,5.57550505,-0.00685580,5.56837459,385932.30,364087.07,2027373.21,100.00,0.07,0.00027466,200,2029969.32
725,Bear,5.56837459,0.00550923,5.57360621,381833.00,360219.81,2007723.36,100.00,0.07,0.00027761,200,2005838.83
726,Bear,5.57360621,0.00489932,5.57818971,335639.68,316641.21,1766284.74,100.00,0.07,0.00031581,200,1764833.42
727,Bear,5.57818971,0.00657584,5.58449765,395668.28,373271.96,2084536.40,100.00,0.07,0.00026790,200,2082181.83
728,Bear,5.58449765,0.00475580,5.58893887,336954.24,317881.36,1776619.46,100.00,0.07,0.00031458,200,1775207.68
729,Bear,5.58893887,0.00627547,5.59493417,378344.69,356928.95,1996994.00,100.00,0.07,0.00028017,200,1994854.10
730,Bear,5.59493417,-0.00614218,5.58853679,415350.65,391840.23,2189813.56,100.00,0.07,0.00025521,200,2192320.31
731,Bear,5.58853679,0.00588160,5.59417590,437131.69,412388.39,2306973.20,100.00,0.07,0.00024249,200,2304647.69
732,Bear,5.59417590,0.00609633,5.60004971,476370.12,449405.77,2516694.66,100.00,0.07,0.00022252,200,2514054.93
733,Bear,5.60004971,0.00547449,5.60529658,465689.35,439329.58,2462572.58,100.00,0.07,0.00022762,200,2460267.47
734,Bear,5.60529658,0.00668518,5.61179091,555406.45,523968.35,2940400.84,100.00,0.07,0.00019085,200,2936998.02
735,Bear,5.61179091,0.00590878,5.61751843,584799.63,551697.76,3099172.34,100.00,0.07,0.00018126,200,3096012.48
736,Bear,5.61751843,0.00503664,5.62235291,524328.64,494649.66,2781094.98,100.00,0.07,0.00020216,200,2778703.61
737,Bear,5.62235291,-0.00498893,5.61713615,465257.26,438921.94,2465484.30,100.00,0.07,0.00022783,200,2467774.05
738,Bear,5.61713615,0.00615471,5.62308292,509783.20,480927.55,2704295.48,100.00,0.07,0.00020793,200,2701435.51
739,Bear,5.62308292,0.00444366,5.62726346,402857.43,380054.18,2138665.00,100.00,0.07,0.00026312,200,2137076.17
740,Bear,5.62726346,0.00483670,5.63179403,346260.99,326661.31,1839689.23,100.00,0.07,0.00030613,200,1838209.27
741,Bear,5.63179403,0.00735785,5.63891756,452384.31,426777.65,2406563.98,100.00,0.07,0.00023431,200,2403523.82
742,Bear,5.63891756,0.00689925,5.64562530,553494.76,522164.87,2947947.20,100.00,0.07,0.00019151,200,2944444.66
743,Bear,5.64562530,0.00527483,5.65069516,517142.55,487870.33,2756806.51,100.00,0.07,0.00020497,200,2754333.07
744,Bear,5.65069516,0.00604054,5.65654396,552820.81,521529.06,2950052.06,100.00,0.07,0.00019174,200,2947001.75
745,Bear,5.65654396,-0.00517453,5.65115982,505713.31,477088.03,2696100.71,100.00,0.07,0.00020960,200,2698669.42
746,Bear,5.65115982,0.00497880,5.65590071,445544.58,420325.07,2377316.87,100.00,0.07,0.00023791,200,2375324.15
747,Bear,5.65590071,-0.00547374,5.65018114,431194.73,406787.49,2298422.98,100.00,0.07,0.00024583,200,2300749.63
748,Bear,5.65018114,-0.00497670,5.64492535,379797.88,358299.89,2022576.12,100.00,0.07,0.00027910,200,2024459.27
749,Bear,5.64492535,-0.00580695,5.63884708,390699.33,368584.27,2078390.36,100.00,0.07,0.00027131,200,2080630.71
750,Bear,5.63884708,0.00669223,5.64531071,463685.42,437439.08,2469479.50,100.00,0.07,0.00022860,200,2466652.06
751,Bear,5.64531071,0.00712235,5.65225187,585004.05,551890.62,3119424.78,100.00,0.07,0.00018120,200,3115594.02
752,Bear,5.65225187,-0.00590238,5.64617597,610891.92,576313.13,3253965.35,100.00,0.07,0.00017352,200,3257466.97
753,Bear,5.64617597,0.00678269,5.65281423,733858.21,692319.07,3913551.09,100.00,0.07,0.00014444,200,3908955.30
754,Bear,5.65281423,0.00620099,5.65888354,805023.21,759455.86,4297672.28,100.00,0.07,0.00013167,200,4293062.91
755,Bear,5.65888354,-0.00577655,5.65297800,821762.51,775247.65,4382457.94,100.00,0.07,0.00012899,200,4387036.20
756,Bear,5.65297800,0.00414858,5.65695081,603071.29,568935.18,3218438.31,100.00,0.07,0.00017577,200,3216178.04
757,Bear,5.65695081,0.00609245,5.66288006,649498.92,612734.83,3469843.85,100.00,0.07,0.00016320,200,3466210.79
758,Bear,5.66288006,0.00479866,5.66748613,550377.82,519224.35,2942696.82,100.00,0.07,0.00019259,200,2940305.24
759,Bear,5.66748613,-0.00656094,5.66075882,637142.79,601078.11,3402558.19,100.00,0.07,0.00016637,200,3406601.83
760,Bear,5.66075882,0.00506962,5.66564267,570607.84,538309.29,3049868.06,100.00,0.07,0.00018577,200,3047239.04
761,Bear,5.66564267,-0.00487779,5.66054911,491260.14,463452.96,2623398.27,100.00,0.07,0.00021577,200,2625758.89
762,Bear,5.66054911,0.00599975,5.66634529,520698.41,491224.92,2783450.00,100.00,0.07,0.00020357,200,2780602.78
763,Bear,5.66634529,-0.00594153,5.66020962,545985.73,515080.88,2915465.73,100.00,0.07,0.00019414,200,2918626.10
764,Bear,5.66020962,0.00657014,5.66661250,633757.70,597884.62,3387980.48,100.00,0.07,0.00016726,200,3384152.29
765,Bear,5.66661250,0.00479026,5.67120491,535746.28,505421.02,2866346.14,100.00,0.07,0.00019785,200,2864025.04
766,Bear,5.67120491,0.00622946,5.67725425,588483.57,555173.18,3151859.28,100.00,0.07,0.00018012,200,3148500.85
767,Bear,5.67725425,0.00544081,5.68250710,563974.16,532051.09,3023384.12,100.00,0.07,0.00018795,200,3020589.33
768,Bear,5.68250710,0.00551837,5.68783192,547683.62,516682.66,2938804.15,100.00,0.07,0.00019354,200,2936052.90
769,Bear,5.68783192,0.00283328,5.69027666,272817.44,257374.94,1464534.63,100.00,0.07,0.00038854,200,1463905.42
770,Bear,5.69027666,0.00600260,5.69591095,287791.78,271501.68,1546449.40,100.00,0.07,0.00036832,200,1544919.68
771,Bear,5.69591095,0.00566998,5.70121092,286481.42,270265.49,1540840.57,100.00,0.07,0.00037001,200,1539408.17
772,Bear,5.70121092,0.00565070,5.70648830,283943.25,267870.99,1528602.66,100.00,0.07,0.00037331,200,1527189.00
773,Bear,5.70648830,0.00496205,5.71102103,246901.57,232926.01,1330245.33,100.00,0.07,0.00042932,200,1329189.54
774,Bear,5.71102103,0.00553128,5.71610904,239131.10,225595.37,1289527.76,100.00,0.07,0.00044327,200,1288379.93
775,Bear,5.71610904,0.00470640,5.72027707,196890.15,185745.42,1062515.29,100.00,0.07,0.00053837,200,1061741.10
776,Bear,5.72027707,-0.00541122,5.71429672,186252.63,175710.03,1004059.23,100.00,0.07,0.00056912,200,1005110.04
777,Bear,5.71429672,0.00477895,5.71839517,155765.93,146948.99,840312.39,100.00,0.07,0.00068051,200,839710.13
778,Bear,5.71839517,-0.00440986,5.71310287,120122.20,113322.83,647424.99,100.00,0.07,0.00088243,200,648024.72
779,Bear,5.71310287,0.00544358,5.71762032,114455.22,107976.62,617369.34,100.00,0.07,0.00092613,200,616881.56
780,Bear,5.71762032,0.00642875,5.72322540,128690.65,121406.27,694835.45,100.00,0.07,0.00082368,200,694154.96
781,Bear,5.72322540,0.00499444,5.72727596,112303.34,105946.54,606785.09,100.00,0.07,0.00094387,200,606355.94
782,Bear,5.72727596,0.00544171,5.73172427,106703.90,100664.06,576978.61,100.00,0.07,0.00099340,200,576530.83
783,Bear,5.73172427,0.00550801,5.73619854,102539.24,96735.13,554891.90,100.00,0.07,0.00103375,200,554459.08
784,Bear,5.73619854,0.00499170,5.74000230,89230.71,84179.91,483192.89,100.00,0.07,0.00118793,200,482872.69
785,Bear,5.74000230,0.00583973,5.74467439,90781.02,85642.48,491988.14,100.00,0.07,0.00116764,200,491588.01
786,Bear,5.74467439,0.00718681,5.75092786,113570.62,107142.10,616166.48,100.00,0.07,0.00093334,200,615496.47
787,Bear,5.75092786,0.00508144,5.75495299,100349.34,94669.19,544816.73,100.00,0.07,0.00105631,200,544435.67
788,Bear,5.75495299,0.00537550,5.75919761,93732.75,88427.12,509269.26,100.00,0.07,0.00113087,200,508893.92
789,Bear,5.75919761,0.00691505,5.76517081,112544.58,106174.13,612112.01,100.00,0.07,0.00094185,200,611477.81
790,Bear,5.76517081,0.00541938,5.76958824,105794.20,99805.85,575838.67,100.00,0.07,0.00100195,200,575397.78
791,Bear,5.76958824,-0.00695699,5.76180032,127567.05,120346.27,693411.18,100.00,0.07,0.00083094,200,694348.43
792,Bear,5.76180032,0.00669411,5.76777922,148208.62,139819.45,806447.73,100.00,0.07,0.00071521,200,805611.76
793,Bear,5.76777922,0.00621437,5.77332978,159684.21,150645.48,869726.06,100.00,0.07,0.00066381,200,868889.89
794,Bear,5.77332978,0.00555198,5.77819149,153561.97,144869.78,837085.33,100.00,0.07,0.00069028,200,836381.02
795,Bear,5.77819149,0.00551374,5.78298184,146533.79,138239.43,799436.09,100.00,0.07,0.00072338,200,798773.88
796,Bear,5.78298184,0.00464992,5.78673212,117823.46,111154.21,643219.62,100.00,0.07,0.00089965,200,642802.76
797,Bear,5.78673212,0.00650126,5.79243261,132372.02,124879.27,723354.73,100.00,0.07,0.00080077,200,722642.86
798,Bear,5.79243261,0.00613349,5.79780986,140166.15,132232.21,766657.23,100.00,0.07,0.00075625,200,765946.19
799,Bear,5.79780986,0.00423751,5.80101266,102444.83,96646.06,560645.03,100.00,0.07,0.00103470,200,560335.49
800,Bear,5.80101266,0.00606308,5.80608576,107072.85,101012.12,586485.04,100.00,0.07,0.00098998,200,585972.59
801,Bear,5.80608576,0.00489802,5.80981026,90326.78,85213.94,495076.83,100.00,0.07,0.00117352,200,494759.45
802,Bear,5.80981026,0.00577564,5.81440544,89795.48,84712.72,492554.10,100.00,0.07,0.00118046,200,492164.83
803,Bear,5.81440544,0.00579642,5.81901774,89517.71,84450.67,491419.95,100.00,0.07,0.00118412,200,491030.43
804,Bear,5.81901774,0.00512535,5.82279870,78846.56,74383.55,433120.42,100.00,0.07,0.00134438,200,432839.18
805,Bear,5.82279870,0.00698103,5.82865840,94530.24,89179.47,519796.68,100.00,0.07,0.00112133,200,519274.12
806,Bear,5.82865840,0.00642262,5.83406339,104163.17,98267.14,573296.72,100.00,0.07,0.00101763,200,572765.59
807,Bear,5.83406339,0.00528152,5.83822081,94297.89,88960.28,519369.74,100.00,0.07,0.00112410,200,518999.89
808,Bear,5.83822081,-0.00543011,5.83158212,87706.09,82741.59,482514.38,100.00,0.07,0.00120858,200,483063.68
809,Bear,5.83158212,0.00524071,5.83547799,78819.53,74358.05,433914.75,100.00,0.07,0.00134484,200,433625.06
810,Bear,5.83547799,0.00646176,5.84072525,87278.64,82338.34,480915.60,100.00,0.07,0.00121450,200,480483.55
811,Bear,5.84072525,0.00651774,5.84615464,97395.33,91882.38,537158.62,100.00,0.07,0.00108835,200,536659.75
812,Bear,5.84615464,0.00743000,5.85272829,123781.70,116775.19,683453.46,100.00,0.07,0.00085635,200,682685.82
813,Bear,5.85272829,-0.00558176,5.84624861,118050.81,111368.69,651089.06,100.00,0.07,0.00089792,200,651810.69
814,Bear,5.84624861,0.00721763,5.85273894,145742.61,137493.03,804710.81,100.00,0.07,0.00072731,200,803818.44
815,Bear,5.85273894,0.00554088,5.85751158,137976.94,130166.92,762454.25,100.00,0.07,0.00076824,200,761833.02
816,Bear,5.85751158,-0.00555937,5.85114276,130954.10,123541.60,722859.53,100.00,0.07,0.00080944,200,723646.35
817,Bear,5.85114276,-0.00405677,5.84591852,90794.41,85655.11,500732.78,100.00,0.07,0.00116747,200,501180.27
818,Bear,5.84591852,0.00628481,5.85111738,97610.92,92085.78,538804.69,100.00,0.07,0.00108594,200,538325.95
819,Bear,5.85111738,-0.00522046,5.84467979,87090.10,82160.47,480201.64,100.00,0.07,0.00121713,200,480730.56
820,Bear,5.84467979,0.00463915,5.84778553,69126.85,65214.01,381357.54,100.00,0.07,0.00153341,200,381155.00
821,Bear,5.84778553,0.00494196,5.85091300,58419.01,55112.28,322457.15,100.00,0.07,0.00181448,200,322284.78
822,Bear,5.85091300,0.00509158,5.85391950,50837.33,47959.75,280752.51,100.00,0.07,0.00208508,200,280608.32
823,Bear,5.85391950,0.00582607,5.85765051,50595.44,47731.55,279594.73,100.00,0.07,0.00209505,200,279416.64
824,Bear,5.85765051,0.00634386,5.86205989,54795.07,51693.46,303030.18,100.00,0.07,0.00193448,200,302802.25
825,Bear,5.86205989,0.00567123,5.86573155,53011.32,50010.68,293349.24,100.00,0.07,0.00199957,200,293165.61
826,Bear,5.86573155,0.00673384,5.87072360,60856.86,57412.13,337050.75,100.00,0.07,0.00174179,200,336764.14
827,Bear,5.87072360,-0.00592808,5.86307059,61451.37,57972.99,339899.76,100.00,0.07,0.00172494,200,340343.43
828,Bear,5.86307059,0.00692714,5.86853775,72603.99,68494.33,401961.54,100.00,0.07,0.00145997,200,401587.07
829,Bear,5.86853775,0.00616258,5.87331001,76241.74,71926.17,422444.71,100.00,0.07,0.00139031,200,422101.46
830,Bear,5.87331001,0.00691500,5.87904414,89764.01,84683.03,497855.28,100.00,0.07,0.00118087,200,497369.69
831,Bear,5.87904414,-0.00655758,5.87142788,100124.18,94456.77,554596.14,100.00,0.07,0.00105869,200,555315.55
832,Bear,5.87142788,0.00430984,5.87429543,73494.68,69334.60,407291.95,100.00,0.07,0.00144228,200,407093.13
833,Bull,5.87429543,0.02534967,5.89864245,105718.57,99734.50,588298.13,100.00,0.07,0.00100266,200,585869.90
834,Bull,5.89864245,0.01905324,5.91676445,113827.37,107384.31,635367.68,100.00,0.07,0.00093123,200,633421.67
835,Bull,5.91676445,0.02135748,5.93734797,136959.18,129206.77,767145.55,100.00,0.07,0.00077395,200,764486.02
836,Bull,5.93734797,0.01998204,5.95664010,153644.53,144947.67,863401.10,100.00,0.07,0.00068990,200,860604.75
837,Bull,5.95664010,0.02200114,5.97808088,189164.50,178457.08,1066830.84,100.00,0.07,0.00056036,200,1063004.58
838,Bull,5.97808088,0.01909496,5.99664955,201407.40,190006.98,1139405.29,100.00,0.07,0.00052630,200,1135877.11
839,Bull,5.99664955,0.01559538,6.01163783,174598.90,164715.94,990212.59,100.00,0.07,0.00060711,200,987743.78
840,Bull,6.01163783,0.01830456,6.02934423,177209.43,167178.70,1007977.95,100.00,0.07,0.00059816,200,1005017.82
841,Bull,6.02934423,0.01537181,6.04401218,150598.44,142074.00,858696.99,100.00,0.07,0.00070386,200,856613.06
842,Bull,6.04401218,0.01882895,6.06216332,156386.77,147534.68,894379.35,100.00,0.07,0.00067781,200,891701.43
843,Bull,6.06216332,0.02042146,6.08198115,175605.39,165665.46,1007574.21,100.00,0.07,0.00060363,200,1004291.08
844,Bull,6.08198115,-0.02044796,6.06099457,196798.37,185658.84,1125277.20,100.00,0.07,0.00053862,200,1129173.54
845,Bull,6.06099457,0.01660421,6.07700895,179710.96,169538.64,1030287.85,100.00,0.07,0.00058984,200,1027572.79
846,Bull,6.07700895,0.02454898,6.10111989,241989.71,228292.18,1392837.94,100.00,0.07,0.00043804,200,1387333.60
847,Bull,6.10111989,0.01847547,6.11916141,244265.22,230438.89,1410092.76,100.00,0.07,0.00043395,200,1405935.29
848,Bull,6.11916141,0.01654172,6.13522154,220104.61,207645.86,1273953.36,100.00,0.07,0.00048159,200,1270618.54
849,Bull,6.13522154,0.01632522,6.15100380,195225.59,184175.09,1132861.67,100.00,0.07,0.00054296,200,1129954.97
850,Bull,6.15100380,0.01896638,6.16944192,200656.88,189298.94,1167868.83,100.00,0.07,0.00052826,200,1164378.51
851,Bull,6.16944192,0.01948092,6.18842095,211201.21,199246.42,1233020.74,100.00,0.07,0.00050189,200,1229239.23
852,Bull,6.18842095,0.01914668,6.20708098,217815.47,205486.29,1275470.04,100.00,0.07,0.00048665,200,1271635.66
853,Bull,6.20708098,0.01901405,6.22561843,222410.17,209820.91,1306264.94,100.00,0.07,0.00047660,200,1302375.39
854,Bull,6.22561843,-0.02069670,6.20449164,246463.16,232512.42,1442621.36,100.00,0.07,0.00043008,200,1447533.60
855,Bull,6.20449164,-0.01193654,6.19188444,158053.11,149106.71,923251.50,100.00,0.07,0.00067066,200,925131.32
856,Bull,6.19188444,0.02121762,6.21251491,180532.61,170313.79,1058076.94,100.00,0.07,0.00058715,200,1054563.29
857,Bull,6.21251491,0.01593348,6.22776160,154339.69,145603.48,906783.78,100.00,0.07,0.00068680,200,904563.80
858,Bull,6.22776160,0.02448636,6.25172392,202277.96,190828.26,1193005.60,100.00,0.07,0.00052403,200,1188432.91
859,Bull,6.25172392,-0.02536232,6.22597408,273537.30,258054.06,1606637.87,100.00,0.07,0.00038752,200,1613282.72
860,Bull,6.22597408,0.02354666,6.24921336,344839.81,325320.58,2032997.68,100.00,0.07,0.00030739,200,2025437.47
861,Bull,6.24921336,0.02421355,6.27318890,445378.44,420168.34,2635795.34,100.00,0.07,0.00023800,200,2625721.57
862,Bull,6.27318890,0.01781868,6.29075621,421691.65,397822.31,2502603.18,100.00,0.07,0.00025137,200,2495614.52
863,Bull,6.29075621,-0.01774437,6.27274449,396489.40,374046.61,2346298.78,100.00,0.07,0.00026735,200,2353036.01
864,Bull,6.27274449,0.02044728,6.29294572,430812.45,406426.84,2557622.04,100.00,0.07,0.00024605,200,2549411.71
865,Bull,6.29294572,0.01808923,6.31077817,412793.78,389428.10,2457594.33,100.00,0.07,0.00025679,200,2450649.87
866,Bull,6.31077817,0.02107527,6.33162276,459517.49,433507.07,2744803.21,100.00,0.07,0.00023068,200,2735766.93
867,Bull,6.33162276,-0.02098441,6.31042954,507647.78,478913.00,3022146.75,100.00,0.07,0.00020881,200,3032296.45
868,Bull,6.31042954,0.01698726,6.32718410,455518.19,429734.15,2719007.06,100.00,0.07,0.00023270,200,2711807.05
869,Bull,6.32718410,-0.02126757,6.30570885,510377.86,481488.54,3036126.57,100.00,0.07,0.00020769,200,3046466.66
870,Bull,6.30570885,-0.02175494,6.28377331,586941.19,553718.10,3479439.03,100.00,0.07,0.00018060,200,3491585.13
871,Bull,6.28377331,0.01956612,6.30316543,609196.81,574713.97,3622517.22,100.00,0.07,0.00017400,200,3611372.30
872,Bull,6.30316543,0.02176918,6.32478347,701325.71,661628.03,4184654.04,100.00,0.07,0.00015114,200,4170350.94
873,Bull,6.32478347,0.01927049,6.34390514,712271.62,671954.36,4262814.70,100.00,0.07,0.00014882,200,4249965.81
874,Bull,6.34390514,-0.02230362,6.32147453,834724.31,787475.76,4978007.99,100.00,0.07,0.00012699,200,4995671.55
875,Bull,6.32147453,0.02262896,6.34399707,996019.78,939641.30,5961081.65,100.00,0.07,0.00010642,200,5939918.55
876,Bull,6.34399707,0.00850223,6.35226107,444955.32,419769.17,2666483.33,100.00,0.07,0.00023823,200,2663014.36
877,Bull,6.35226107,0.01440377,6.36634965,336312.38,317275.83,2019888.86,100.00,0.07,0.00031518,200,2015418.90
878,Bull,6.36634965,0.02177573,6.38784894,383445.65,361741.18,2310748.02,100.00,0.07,0.00027644,200,2302970.84
879,Bull,6.38784894,0.01678409,6.40431740,335834.89,316825.36,2029050.20,100.00,0.07,0.00031563,200,2023832.57
880,Bull,6.40431740,0.02221897,6.42626344,388378.92,366395.21,2354552.15,100.00,0.07,0.00027293,200,2346511.23
881,Bull,6.42626344,0.01590354,6.44183613,320383.24,302248.34,1947034.26,100.00,0.07,0.00033085,200,1942327.44
882,Bull,6.44183613,0.02010654,6.46162467,333331.31,314463.50,2031945.12,100.00,0.07,0.00031800,200,2025722.35
883,Bull,6.46162467,0.01980137,6.48111472,340493.09,321219.90,2081863.01,100.00,0.07,0.00031131,200,2075602.41
884,Bull,6.48111472,0.01783715,6.49861252,312365.24,294684.19,1915038.35,100.00,0.07,0.00033935,200,1909882.03
885,Bull,6.49861252,0.01971847,6.51799548,315932.30,298049.34,1942684.22,100.00,0.07,0.00033551,200,1936907.14
886,Bull,6.51799548,0.02128377,6.53897099,343880.20,324415.28,2121342.14,100.00,0.07,0.00030825,200,2114537.36
887,Bull,6.53897099,0.02216785,6.56086607,388597.60,366601.51,2405223.39,100.00,0.07,0.00027278,200,2397196.62
888,Bull,6.56086607,0.01591059,6.57643922,314126.05,296345.33,1948897.04,100.00,0.07,0.00033744,200,1944282.01
889,Bull,6.57643922,0.01679359,6.59283637,267383.95,252249.01,1663036.42,100.00,0.07,0.00039643,200,1658900.25
890,Bull,6.59283637,0.02588529,6.61841875,349940.93,330132.96,2184958.15,100.00,0.07,0.00030291,200,2176512.56
891,Bull,6.61841875,0.01815451,6.63624197,319966.00,301854.72,2003180.96,100.00,0.07,0.00033129,200,1997800.94
892,Bull,6.63624197,0.01875517,6.65464548,301426.40,284364.53,1892345.14,100.00,0.07,0.00035166,200,1887111.83
893,Bear,6.65464548,0.00691419,6.66122121,313182.65,295455.33,1968093.29,100.00,0.07,0.00033846,200,1966150.45
894,Bear,6.66122121,0.00705375,6.66795534,331637.92,312865.97,2086176.29,100.00,0.07,0.00031963,200,2084069.41
895,Bear,6.66795534,-0.00736782,6.66029825,366446.60,345704.34,2302494.04,100.00,0.07,0.00028926,200,2305141.12
896,Bear,6.66029825,0.00651146,6.66651384,358257.86,337979.11,2253142.42,100.00,0.07,0.00029588,200,2251041.68
897,Bear,6.66651384,0.00593690,6.67211850,319048.71,300989.35,2008236.58,100.00,0.07,0.00033224,200,2006549.64
898,Bear,6.67211850,0.00574744,6.67748025,274832.19,259275.65,1731308.02,100.00,0.07,0.00038569,200,1729917.85
899,Bear,6.67748025,0.00416440,6.68102621,171398.59,161696.79,1080300.46,100.00,0.07,0.00061844,200,1079727.09
900,Bear,6.68102621,0.00578199,6.68609359,148334.16,139937.89,935637.80,100.00,0.07,0.00071460,200,934928.68
901,Bear,6.68609359,0.00680364,6.69219498,150942.00,142398.11,952955.95,100.00,0.07,0.00070226,200,952087.12
902,Bear,6.69219498,-0.00619767,6.68523902,139788.05,131875.52,881619.35,100.00,0.07,0.00075829,200,882536.67
903,Bear,6.68523902,0.00654221,6.69100635,136797.24,129054.00,863501.15,100.00,0.07,0.00077487,200,862756.85
904,Bear,6.69100635,0.00669245,6.69692410,136826.73,129081.82,864451.12,100.00,0.07,0.00077470,200,863687.25
905,Bear,6.69692410,0.00731948,6.70353477,149546.40,141081.51,945744.79,100.00,0.07,0.00070881,200,944812.15
906,Bear,6.70353477,-0.00749176,6.69540877,167130.69,157670.46,1055668.21,100.00,0.07,0.00063423,200,1056949.44
907,Bear,6.69540877,0.00657631,6.70133936,164157.70,154865.75,1037807.98,100.00,0.07,0.00064572,200,1036889.53
908,Bear,6.70133936,0.00615623,6.70679269,150804.52,142268.41,954164.76,100.00,0.07,0.00070290,200,953388.92
